review,aspect
hotel muito bem localizado proximo a praça da bastilha tem restaurantes supermercados e uma feira bem enfrente ao hotel para se locomover tem metrô a poucos passos do hotel o quarto bem espaçosos tem uma mini cozinha banheiro grande   os funcionarios nao sao la muito gentis  Room Tip: todos os apartamentos seguem um mesmo padrao a diferenca apenas no tamanho que pode ser para 2 ou at...,"['hotel', 'praça', 'apartamento', 'cozinha', 'quarto']"
"Recomendo muito o Hotel Ibis Tour Eiffel Cambronne!!! Fica a uns 10 min a pé da Torre Eiffel e 1 quadra do metro Cambrone!!! Excelente localização!! O quarto é bem limpo, o banheiro é ótimo para nenhum brasileiro ficar preocupado quanto ao banho, cama ótima e a comida do hotel também é boa: café da manhã e jantar que devem ser pagos a parte. Nada para reclamar! Fiu muito bem atendida e voltarei com certeza!","['jantar', 'café da manhã', 'quarto', 'cama', 'localização']"
"Hotel pequeno, sem serviço de quarto, recepção ruim. quarto pequeno, antigo. Ar condicionado caído aos pedaços, banheiro com porta de PVC sem ducha higiênica, toalhas velhas e utensílios de banho horríveis. Acesso aos quartos por escadas. Porta com fechadura à chave. Café da manhã compartilhado com o Hotel Expresso, horrível.","['quarto', 'café da manhã', 'ducha', 'escada', 'toalha', 'hotel', 'serviço de quarto', 'recepção']"
"Hotel muito ruim, cheiro de mofo. Já no check-in fui informado que a lavanderia atrasou na entrega de toalhas!! Última opção...","['lavanderia', 'hotel', 'toalha']"
O hotel e muito bem localizado confortável com wifi livre e um bom café da manha incluso além de manter a todo momento um espaço com chás café leite chocolate quente o quarto e muito bom boa ducha fica próximo de tudo da para ir andando aos lugares mais interessante da ilha fica entre a 9/8 av bem próximo a time square quando voltar reservarei novamente,"['hotel', 'ducha', 'quarto']"
Conheci o hotelpelo Booking.com e foi uma ótima escolha.  Profissionais que falavam inglês e francês.   Café da manhã não apresentou nada demais e preferia comer fora.   Limpeza e gentileza o tempo todo.  Ponto ruim: sem elevador!  Mas amei o ponto em que se localiza e toda a competência dos profissionais!  Room Tip: as suítes de final 1 geralmente são maiores e deixam clientes com família nesses. já os de final 5...,"['família', 'suíte', 'elevador', 'hotel', 'limpeza']"
"Achei o hotel muito bem localizado. O tratamento foi ótimo. Quando cheguei já estavam com as minhas encomendas, que haviam chegado da compra que fiz pela internet. Fiquei no quarto padrão com banheira, que é grande para os padrões de NY! Achei a cama muito confortável e o quarto era limpo. O iPad que fica no quarto ajuda muito, voce pode navegar pela internet através dele. Estava lá durante a passagem do furacão Sandy e me senti segura. Foram superatenciosos. Ficaria lá de novo com certeza!","['internet', 'banheira', 'quarto', 'cama']"
"Bem localizado no centro da cidade baixa, proximo de supermercado, shopping e lojas... Apesar da estrutura estar em obras, ofereceu bom atendimento.. possui ponto de taxi próximo e a estrutura física do hotel está em reforma.... só não tinha elevador, pois está em manutenção. apesar dos contra tempos, apresenta custo beneficio ótimo.. .","['shopping', 'hotel', 'lojas', 'elevador', 'lojas', 'cidade', 'atendimento', 'centro da cidade']"
"para brasileiros:    para brasileiros este hotel é excelente, é exatamente ao lado da loja century 21 e a um quarteirão da J&R. perfeito para as compras.     O quarto é amplo e conforável, com boa cama e banheiro. a tv tb é grande.  o ponto negativo são os elevadores, dois estragaram no dia de ir embora e tivemos que esperar por mais de uma hora para descer com as malas.    quanto ao fato de estar em frente a obra do wtc, tem que estar ciente disto antes de reservar","['tv', 'cama', 'elevador', 'hotel', 'quarto']"
"Resumindo,atendimento nao é bom,banheiros bem antigos o chuveiro demora muito pra esquentar.televisao 14 em todos os quartos as fotos realmente enganam.queriam cobrar uma diaria a mais sendo q eu ja tinha deixado tudo pago antes de entrar no hotel,precisa se de um reforma urgente no hotel","['hotel', 'chuveiro', 'quarto', 'atendimento']"
"Quase em frente ao Jardim de Luxemburgo, e a duas quadras da estação de metrô Luxemburgo.  Banheiro bom, quarto confortável.Bem localizado com preço bom.  Não reserve com café da manhã, é caro. Perto tem umas delis com croissant maravilhoso de manteiga e chocolate quente, e pain au chocolat divino.  A boulevard Saint Michel tem várias lojas, mercados. Tem um mercadinho monoprix quase ao lado do hotel, com vinhos de 3 euros maravilhosos!  Room Tip: Reserve um apartamento com vista para a rua.","['preço', 'café da manhã']"
"Tem um parque de diversões dentro do hotel. A montanha russa é legal, mas se quiser adrenalina vá a do Hotel Sahara, que fica quase em frente, pois é irada. A localização é excelente e o custo também se comprado com relativa antecedência. O quarto normalmente possui duas camas grandes, padrão americano. O estacionamento é gratuito.","['estacionamento', 'hotel', 'localização', 'cama']"
"Lamentável.....simplesmente horrível este hotel! Após passar uma semana em lua de mel em um hotel excelente, eu e minha esposa, chegamos em Poa com a intenção de permanecer em um hotel com um custo razoável, e pelas fotos do site e pelo preço, resolvemos nos hospedar no mesmo. Ao chegar, já a primeira impressão, na recepção, foi ruim, pois além de estar em reforma a aparência era ruim. Ao chegar no quarto a sensação foi de espanto total, o quarto era mto velho, cheio de mofo, as cortinas rasgadas e imundas, a fiação aparecendo no teto, o banheiro podre, inclusive com uma esponja usada pendurada no registro. Chegamos e saímos para o shopping para não precisar permanecer no hotel. Voltamos somente para dormir, tomamos banho com muito cuidado pois tudo era mto insalúbre e a noite malemal dormimos, pois o lugar era macabro e mto sujo. Na manhã seguinte não quisemos nem experimentar o cafe da manha e estávamos com mta coceira em todo o corpo. Como postado em outro comentário, o local deveria realmente ser interditado....quem puder não fique lá....pois não irá se arrepender...é o típico barato que sai caro!","['shopping', 'quarto', 'preço', 'hotel', 'recepção']"
"O hotel e bom, porém tem um inconveniente grave, poucos elevadores para muitos apartamentos... Resultado: vários minutos de expera para pegar um elevador...  A localização não me agradou, muito boca... Para ser honesto, descobri que a região próxima a Times Square e no geral ruim, ela vai graduativamente melhorando a medida que se aproxima do Central Park, este sim o melhor lugar de NY para ficar.","['localização', 'hotel', 'elevador']"
"Apesar de possuir quartos pequenos, o hotel é muito charmoso e super bem localizado: a apenas uma quadra do Arco do Triunfo. O café da manhã era muito saboroso, com vários tipos de pães e queijos, além de frutas, iogurte, sucos etc.  A equipe foi cordial e nos auxiliou mais de uma vez quando, por exemplo, solicitamos a reserva em um restaurante ou pedimos dicas e recomendações.","['café da manhã', 'quarto', 'hotel']"
"Comparando com outros hotéis, o quarto não é tão pequeno. Tem cozinha completa que permite fazer lanches e café da manhã. Para que quiser tomar café no próprio hotel, é o padrão americano, sem muita variedade e quase sempre tem que esperar por um lugar. A localização é segura e perfeita para quem quer proximidade com a Broadway. A limpeza é boa e os funcionários muito atenciosos, se esforçando para falar alguma coisa em português. Com certeza voltarei a este hotel quando for a NY.","['funcionários', 'cozinha', 'limpeza', 'localização', 'hotel']"
"Os pontos fortes são ótima localização e atendimento em português pela maioria dos recepcionista. O que desagradou foi o box do chuveiro que, no nosso quarto, era realmente muito pequeno e com cortinas de plástico, ao limite de tornar difícil um banho sem molhar todo o banheiro. Recomendo para brasileiros e sem dúvida retornaria pelas facilidades de locomoção e comunicação.","['chuveiro', 'atendimento', 'localização']"
"Além de abrirem o meu quarto (mesmo com o sinal de não incomode), quando eu cheguei, a minha porta estava aberta (com todos meus pertences disponível pra quem tivesse interesse em olhar.  Eles pintaram as portas do quarto enquanto eu estava hospedado, logo tive que sentir cheiro de tinta por um tempo.  Fora isso, o hotel é bomzinho.","['quarto', 'hotel']"
"Estive agora em setembro pela segunda vez neste aconchegante hotel na fronteira entre Quartier Latin e Saint German de Pres. Mesmo com o intervalo de 18 anos entre uma visita e outra, o Hotel manteve o mesmo nível de atendimento e conforto. Banheiro bom, reformado. Pessoal da recepção falando também inglês, localização maravilhosa, no ponto mais charmoso e boêmio de Paris. Recomendo fortemente.","['recepção', 'conforto', 'hotel', 'localização', 'atendimento']"
"Funcionários gentis, quartos novos e limpos (não são enormes, mas coube nossas 4 malas!), internet wi fi de graça, na esquina da rua tem uma estação de metrô e um Starbucks. Todos os dias fomos andando para Times Square (umas 5 quadras). Também dá para ir andando na BH (famosa loja de equipamentos de foto/filmagem), Madson Square e Pen Station.  O Café da manhã servido no hotel, e incluso no valor da diária, é honesto, porém o salão onde é servido é bem pequeno.","['funcionários', 'rua', 'café da manhã', 'internet', 'hotel', 'quarto']"
"Bonito: os móveis e a decoração são de extremo bom gosto, com equipamentos novos e funcionando perfeitamente.  Aconchegante: o quarto, as camas, travesseiros e edredons são um convite ao descanso.  Super bem localizado: perto do melhor da cidade - fazíamos tudo a pé.  Atendimento e serviço nota 10: tudo limpíssimo, sempre arrumado, desde a recepção até o quarto. Atendimento do lobby, concierge e serviço de quarto nota 10!  Não tivemos nenhum problema, não houve do que reclamar. Excelente!","['recepção', 'móveis', 'serviço', 'quarto', 'travesseiro', 'cama', 'atendimento', 'serviço de quarto']"
"O hotel Açores é antigo, mas tem uma ótima relação custo benefício, estando bem no centro de Porto Alegre! Fica próximo à um dos principais pontos turísticos de Porto Alegre, a Casa de Cultura Mário Quintana, lugar muito interessante de se visitar, principalmente o restaurante no andar mais elevado, fica próximo ao shopping Rua da Praia, que não é shopping grande, mas cumpre a finalidade para caixas automáticos, Macdonalds e restaurantes!Café da manhã muito bem variado, com frios e ovos mexidos por exemplo... Bem Central, dá acesso ao coração da Capital Gaúcha, ao Mercado Municipal também, outro importante ponto turístico.","['hotel', 'rua', 'shopping', 'café da manhã', 'praia']"
"Hotel muito requintado,otima localizacao, academia muito boa,transfer para o Wynn e pro Ceasars jah inclusos na taxa de $19,50(resort fee) por dia. Por naum ter cassino o hotel eh muito tranquilo. a resort fee deles inclui: internet,academia,piscina, garrafas de agua a qualquer momento,jornal e os tranfers como citei acima, achei razoavel. Recomendo!","['hotel', 'cassino', 'piscina']"
"Hotel muito apertado. Uma mega escada para ter acesso. Apesar de ser proximo a rodoviaria e do centro. Nao há elevador. O corredor é minusculo, a cozinha também. Foi muito dificil subir com as malas. O cafe da manha é bem fraco!","['corredor', 'elevador', 'hotel', 'cozinha', 'escada']"
"Padrão Ibis - em todo lugar é bom, simples, sem luxo. Quarto pequeno, banheiro bem pequeno, mas cama confortável e chuveiro quente. Ficamos sem televisão, pois nosso controle remoto estava quebrado e, embora tenhamos reclamado, nada foi feito. Excelente localização, bem próximo a estação Cambronne de metro e ao lado de vários restaurantes gostosos. Sem dúvida uma boa opção para quem quer um lugar confortável e seguro para descanso.","['padrão', 'cama', 'chuveiro', 'localização']"
"Hotel muito bom, bem conservado, próximo de restaurantes, bistrôs e de uma estação de metrô. Os empregados do hotel mostraram-se educados e atenciosos e há disponibilização de wi-fi na recepção.  Ainda, ressalta-se que as informações concedidas pelos recepcionistas foram exatas, e o hotel vende ingresso para os principais museus, o que permite livrar-se de filas ao custo de poucos euros adicionais.",['hotel']
"Quarto bom.Limpo. Free Wi-Fi. Bem equipado com friforifico, microondas e máquina de café. Localização excelente, ao lado do rockefeller center a 100 ,metros da 5th Avenue! Staff simpático. Disponibilizam computadores e impressoras para imprimir os Boarding pass. Outro promenor muito importante :cada andar tinha garrafas de plastico e uma máquina de água para encher as garrafas.  Optima relação preço qualidade.","['localização', 'preço', 'quarto']"
"Minha experiência foi desagradavel. A começar pelo recepcionista que cobrou o valor de uma diaria de um quarto como valor de diária de apto. No minimo deve ter embolsado o valor que sobrou pois tirou o troco certo da gaveta mas me deu a menos e não guardou o restante deixiu encima do balcão. Um quarto horrivel, um banheiro mau feito, uma cama desconfortavel, barulhos á noite toda. Isto que só fiquei por uma noite. Fotos que não mostram á realidade. Nunca mais me hospedo lá. Isto tudo aconteceu neste feriado de 20 de setembro de 2012. Fora que o hotel está sendo reformado e tem entulhos por todos os lados. O quarto é minusculo. Muito apertado e sem iluminação. O elevador parece que vai cair.","['hotel', 'quarto', 'elevador']"
"Estivemos nos primeiros 4 dias do ano e como a família é grande decidimos não investir em hoteis. Pelo Tripadvisor encontrei este hotel que estava muito bem ranqueado. Acertei na mosca. Os quartos apesar de pequenos eram confortaveis e silenciosos. Cama confortável e limpa. Banheiro espaçoso para os padrões de hoteis de duas estrelas. Com muitas ofertas de restaurantes e supermercados ao redor. Uma quadra de distância do metro. Para viajantes com low budget, recomendo.",['cama']
"Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado. Chuveiro demora demais a aquecer. Cafezinho sempre quentinho na recepção, internet muito ruim. Camas de mola, haja coluna amigos. Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min. Você chegá-la.","['aeroporto', 'internet', 'serviço', 'hotel', 'preço', 'chuveiro', 'recepção']"
"Hotel super bem localizado no Fashion district.  Apartamentos pequenos, mas camas super confortáveis e chuveiro muito bom!  Café da manhã com boa variedade. No café, os funcionários da cozinha, dão garrafas de água para os hospedes levarem para o quarto. Além de na saída do mesmo ter um funcionário do hotel lhe desejando um ótimo dia e uma caixinha de balinhas de menta.  Café, chá, chocolate quente 24h a disposição no lobby. ( free ).  Internet gratuíta.  Recomendo!","['chuveiro', 'apartamento', 'funcionários', 'café da manhã', 'hotel', 'internet', 'cama']"
"O hotel é bom, limpo, bem localizado, mas faltam algumas coisas. Não tem frigobar no quarto, nem microondas. A internet é por cabo (o que não conecta celular nem IPAD). Os quartos são limpos, a cama é boa, quarto com bom espaço, o banheiro podia ter uma manutenção melhor,o chuveiro ficava um bom tempo pingando e as toalhas eram velhas e tinham cheiro estranho. No geral bom hotel, ficaria perfeito se melhorassem esses pontos!","['toalha', 'internet', 'chuveiro', 'frigobar', 'cama', 'hotel']"
"As pessoas extremamente simpáticas e atenciosas, o café da manhã muito bom. todos sempre dispostos a orientar os turistas dando boas dicas e os quartos sempre limpos e o ambiente muito agradavél todos os funcionários falam inglês, não é um hotel típico frances, pois é novo, e fica a 5 minutos do metro, e dá para andar até o centro de PARIS","['hotel', 'funcionários', 'turista', 'café da manhã', 'quarto']"
"Ao chegar ao Hotel me assustei um pouco com a entrada que é apertada e com pouca estrutura, apenas o espaço da recepção. Depois identifiquei que a parte do café da manhã fica em outro andar. O quarto também é muito apertado comparado aos hotéis do mesmo nível quefiquei na Europa. O serviço deixou a desejar. Tem uma boa localização, à 20 mint andando da Torre Eiffel e ao lado da estação de metrô.","['quarto', 'hotel', 'localização', 'serviço']"
"Hotel horrível, a única coisa que presta é a localização, esta sim excelente. O hotel é imundo, velho, barulhento, os quartos são sujos e não ha serviço de limpeza. Tinhamos que arrumar nossas próprias camas e precisamos comprar papel higiênico, pois apesar das solicitações eles não repuseram. A cama estava quebrada e também não foi consertada. Nem pagando eu voltaria a este hotel.","['hotel', 'cama', 'quarto', 'limpeza', 'localização']"
"O hotel tem uma localização excelente: próximo dos principais pontos turísticos Paris, como Les invalides (da qual se tem uma vista maravilhosa) e da torre Eiffel. Os quartos são bem arrumados e o banheiro é amplo. Os funcionários são atenciosos e o café da manhã é bom. Só um incoveniente: o elevador pequeno.","['funcionários', 'quarto', 'elevador', 'localização', 'hotel', 'café da manhã']"
"O hotel é bem localizado, a 2 quarteirões do metrô Louxembourg que tem linha direta com o aeroporto Charles De Gaulle; a 1 quarteirão do Pantheon e da Praça Sorbonne. Pertinho dos bares do Quartier Latin, do Boulevard Saint Michel e do Boulevard Saint Germain, de lá tem se acesso a toda Paris e adjacências. O preço é muito bom e tem vários restaurantes pertos com preços camaradas. Recomendo.","['hotel', 'preço', 'aeroporto', 'praça']"
"É um hotel pequeno mas com o conforto necessário, limpo, os funcionarios são muito atenciosos e sempre dispostos a ajudar. Para quem se comunica em ingles não tem dificuldade. `muito perto da estação do metro de Maubert que te leva para qualquer lugar. Perto do local temos o Pantheon, Notre Dame, Jardim de Luxemburgo, comércio, restaurantes, enfim tudo com pouca caminhada.","['conforto', 'hotel']"
"Um excelente hotel, a melhor opção para a grande cidade de NY: decoração acolhedora, quartos confortáveis e espaçosos, colaboradores muito simpáticos e atenciosos (com especial destaque para o doorman Jeffrey que é impecável), muito bem localizado e numa zona sossegada dada a proximidade de Times Square. A relação qualidade preço é excelente.","['cidade', 'hotel', 'preço']"
"Não ligo tanto para luxo, no entanto já fui a hostels fuleiros que eram melhores que o hotel. A parte interna da portaria você vê e até pensa que é um hotel razoavel, mas o banheiro é deplorável. O quarto tem um aspecto de bem velho também, ficando com receio se a higiene do local é feita devido ao descuido com essas outras coisas. Os funcionários são atenciosos, mas realmente o hotel é bem fraco. Não volto, pois o preço nao é tão mais barato que os demais. Localização ok.","['quarto', 'localização', 'hotel', 'preço', 'luxo', 'funcionários']"
"Não se deixe enganar pelas fotos , ao chegar no hotel a recepção é legal mais quando chega nos corredores escuros onde as lâmpadas não acendem e fica difícil encontrar seu quarto, ao entrar encontrará um quarto onde nem tudo funciona lâmpadas queimada balheiro com aspecto ruim e tudo antigo parq os alérgicos o carpete antigo em geral uma péssima opção.","['carpete', 'corredor', 'quarto', 'hotel', 'recepção']"
"Foi a segunda vez que me hospedei nesse hotel em Paris. Para mim, o ponto alto é a localização, pertinho da Praça da Bastilha. Além disso, fui bem tratado e os funcionários se esforçaram para satisfazer tudo o que eu queria. É claro que segue o padrão da rede Ibis e vc não tem o luxo de outros hotéis. Mas, para mim, o mais importante é o preço acessível e, nesse caso, a localização.","['padrão', 'praça', 'localização', 'funcionários', 'preço', 'hotel']"
"O hotel é localizado em um ponto bem tranquilo de Paris, bem próximo da Torre Eiffel, Arco do Triunfo e dos Jardins du Trocadéro. O atendimento do hotel é bastante educado e prestativo, e atendeu a todas as nossas demandas. O hotel é confortável, entretanto achei o quarto um pouco pequeno. O café da manhã é simples, sem grandes opções mas satisfatório.","['café da manhã', 'atendimento', 'quarto', 'hotel']"
"Em abril de 2012 nos hospedamos no hotel referido e ficamos muito impreessionados com tudo: excelente localizacao na 3 avenida (com metro em frente e na mesma calcada, além de farmacia ao lado e vários restaurantes e lojas a poucos passos). Funcionarios muito cordiais, limpeza otima dos quartos e tudo muito pratico e conveniente.... ficarei lá novamente... ótimo custo-benefício em Manhatan.","['lojas', 'hotel', 'quarto', 'custo-benefício', 'limpeza']"
"Ficamos, eu e meu marido, uma semana nesse hotel. Fomos muito bem atendidos sempre, desde a recepção até o restaurante. Todos foram sempre amáveis e atenciosos.  Ficar tão perto da Torre Eiffel é um privilégio que compensa a tarifa um pouco acima da média dos demais hotéis de mesma bandeira, Mercure.","['hotel', 'recepção']"
"O Wynn é diferente. O Belaggio, Veneza, e o Aria são ótimos, mas o Wynnn e o Encore são demais. Os quartos são excelentes e grandes, o serviço é top e a comida muito boa. Existe ainda ótimas opções de shows e festas, principalmente as pools parties e a boate XS. Vale a pena ir com amigos ou em casal.","['casal', 'quarto', 'serviço']"
"Reservei esse hotel através do pacote da TAM Viagens , era o único disponível para POA. Imaginei que deveria ser um hotel bom, pois a TAM não elegeria um ruim... Ledo engano!!O hotel é horrível.Pedi o quarto disponível para pessoas alérgicas. A única diferença para o quarto comum é que não tem carpete no chão. Na cama, um belo cobertor felpudo que me deixo com o nariz coçando. A cabeceira da cama era de carpet!! Horrível!! Mas a pior parte era o banheiro. Cinza, escuro, com o piso do chão cheio de manchas e quebrado. Quando entramos no quarto, tinha uma poça no chão. Liguei para a recepção reclamando, mas nada fizeram. Só secaram o piso... As toalhas são horríveis, cinzas, pequenas e duras. Para piorar tudo, a internet wi-fi é cobrada e não é barata. Não recomendo!!!!!!","['carpete', 'toalha', 'quarto', 'hotel', 'internet', 'recepção']"
"Hotel muito confortável, antigo mas muito bem conservado. Ótimos quartos, roupa de cama impecável e café da manhã excelente. Ótima localização (com vista para a Torre Eiffel) e bem pertinho dela. Um dos melhores em que já me hospedei, principalmente se considerarmos as tarifas, bastante razoáveis quando comparadas a outras nem sempre tão adequadas.","['roupa de cama', 'localização', 'quarto', 'café da manhã', 'hotel']"
"Hotel de Negócios com ótima localização(54W x 6ª Av.), ótimo serviço de Concierge. Muito conservado e com limpeza e manutenção nota 10, os quartos são enormes para o padrão NY. O Café da manhã pago a parte custa U$S 28,00 não compensa exceto se a sua empresa pagar. O WI-FI é pago a parte, infelismente.","['localização', 'serviço', 'hotel', 'quarto', 'limpeza']"
"O hotel eh excelente! Ótima localização, perto dos melhores hotéis e balada. No entanto, a wifi eh péssima, nao tem no quarto e quase nao pega no lobby. Bem servido de opções para alimentação e a balada do hotel brand eh uma boa opção. Ponto negativo: o banheiro alaga no banho de chuveiro. Piscina muito boa e animada, com dj. Ambiente para jovens e familas. Mas no geral, melhor custo beneficio da cidade","['localização', 'quarto', 'hotel', 'piscina']"
"Minha primeira vez em NY, vim com a família ( minha filha tem 6anos), adorei tudo! Os atendentes sempre educadores solícitos, o quarto espaçoso e café da manhã ótimo! Fica perto da estação do metro, alguns dias chegamos à noite dos passeios e voltamos sem problema, fica ao lado de little italy lugar ótimo para almoçar e jantar. Recomendo a todos esse hotel !","['café da manhã', 'quarto', 'hotel']"
"O Hotel é excelente, localização perfeita, próximo a todos os pontos de interesse.O restaurante também é muito bom. Atendentes educados, facilidade e rapidez no check in e check out. Adoramos nossa estadia em NYC o hotel não poderia ter sido melhor!  Room Tip: As camas são ótimas, um pouco pequenas, tamanho queen.","['hotel', 'localização', 'cama']"
"O hotel só perde pela localização, mas como com o metrô de Paris tudo fica perto, esse ponto acaba sendo minimizado. Fica localizado próximo da estação La Forche.   Os quartos são limpos, os banheiros também e tanto a tv quanto as outras partes pareciam ser novos.  O café da manhã é bem servido com pães, croissant , dúvida e queijos.  Gostei muito e recomendo o hotel.","['localização', 'tv', 'quarto', 'hotel', 'café da manhã']"
"Pessoal da receção simpático. Quartos são pequenos mas limpos e agradáveis. O pequeno-almoço é razoável, há leite, sumos, iogurtes naturais, alguma fruta, pão, croissants, pão com chocolate, queijo, fiambre e algumas doçuras. Podiam um pequeno-almoço mais rico, como outros hoteis têm.  O melhor aspecto do hotel é a localização com uma estação de metro logo ao atravessar a rua...","['localização', 'rua', 'quarto', 'hotel', 'almoço']"
"O hotel está muito bem localizado, proximo ao metro da Republique e com várias opções de restaurantes e lanchonetes. Os quartos são pequenos, mas conformtáveis. Perfeitos para dormir. O bnaheiro é bem frances, não tem chuveiro apenas banheira e ducha manual. O atendimento é ótimo. Eles cobram cerca de 7 euros pelo café da manha. Sugiro não pagar e ir em qualuqer das padarias localizadas próxima ao hotel e tomar um típico café da manhã parisiense. Recomendo a hospedagem.","['hotel', 'atendimento', 'café da manhã']"
"Pessoal, está Localizado numa das mais tradicionais ruas de Porto Alegre, o Hotel Açores encontra-se estrategicamente dentro do centro financeiro, turístico, comercial e cultural de Porto Alegre. Está a poucos quarteirões da Estação Rodoviária, Hospital Santa Casa, Usina do Gasômetro, Universidades, Praça da Alfandega, Shopping Rua da Praia café da manhã com muita variedade funcionarios atenciosos.","['shopping', 'praia', 'rua', 'café da manhã', 'praça', 'rodoviária', 'hotel']"
"Localizado na mais tradicional rua de Porto Alegre, o Hotel Açores encontra-se estrategicamente dentro do centro financeiro, turístico, comercial e cultural de Porto Alegre.Está a poucos quarteirões da Estação Rodoviária, Hospital Santa Casa, Usina do Gasômetro, Universidades, Praça da Alfandega, Shopping Rua da Praia, Parque Farroupilha, Palácio Piratini, Tribunal de Contas, Museu do MARGS, Teatro da OSPA e outros pontos de interesse. Os apartamentos amplos e confortáveis são equipados com ar-condicionado, frigobar, telefone, cama box spring, mesa de trabalho, wi-fi grátis, recepção 24 horas e estacionamento. O hotel serve um grande buffet de café-da-manhã com variedade de produtos, incluindo frutas da época, frios e iogurtes.","['frigobar', 'rodoviária', 'praia', 'teatro', 'recepção', 'rua', 'shopping', 'praça', 'hotel', 'parque', 'estacionamento', 'telefone', 'apartamento', 'museu']"
"Hotel muito charmoso..Recepçao - todos super atenciosos, nos sentimos confortáveis em solicitar informaçoes. Café da manhã....maravilhoso...quartos confortáveis, amplo...e muito bem limpo.Alem de estar super bem localizado..próximo de tudo...e façil localizaçao.Quando voltarmos a Paris, quero ficar hospedado novamente neste hotel e no mesmo quarto...306.....","['hotel', 'quarto', 'café da manhã']"
"Não se deixe enganar pela fachada/recepção!Hotel velho e mal conservado, porta do banheiro destruída, chuveiro elétrico (no meu quanto queimou quando liguei). Pagamento de diária adiantado, peça para ver o quarto antes de fechar!A cama até que é boa (box), café da manhã razoável.","['quarto', 'café da manhã', 'chuveiro', 'recepção', 'hotel']"
"Mas um ícone renovado, reformado, moderno e ainda assim tradicional e lindo.  Serviço atento, atencioso e eficiente.  Faltou algum detalhe como cesta de frutas e flores no quarto - comum em hotéis dessa categoria. Excelente preço via Hoteis.com. Praticamente 50% da tarifa balcão. Alexandre - São Paulo","['quarto', 'preço', 'serviço']"
"Hotel simples, com um café da manha simples mas muito gostoso, quartos super confortáveis,limpos,atendimento da recepção foi demais! Todos muito simpáticos, eu e meu marido nao falamos inglês e eles se esforçavam muito pra nos ajudar! Localização PERFEITA do lado de um shooping,buba grumo e cheesscake factory, e o melhor pertinho dos parques da Disney!  Room Tip: Eu pedi quarto no mesmo andar da garagem pra facilitar na hora de carregar as malas.","['localização', 'garagem', 'quarto', 'recepção', 'atendimento']"
"Ótimo hotel-cassino, estrutura excepcional e conforto sem igual. Perdi minha carteira dentro do cassino e só percebi 12h depois, mas encontrei com a segurança do hotel. Quartos gigantes e muito confortáveis, área da piscina extremamente tranqüila, apesar da excelente localização do hotel em meio a Strip","['cassino', 'localização', 'piscina', 'quarto', 'hotel']"
"Localização excelente, quarto amplo e confortável, café da manhã muito bom. Concierge nota dez, que orienta sobre os passeios e conduções com prazer e desprendimento.  Mas, ao tomar banho, temos de tomar cuidado para não levar um tombo, visto que o banho é dentro de banheira, que já deveria ter sido abolida há tempos em hotéis, constituindo um grande risco para acidentes. Valeu a pena o quarto Privilége.","['café da manhã', 'localização', 'banheira']"
"Estive algumas vezes em Paris e os hotéis são difíceis quando se analisa custo e benefício, além do que muitas agencias de viagens brasileiras colocam seus clientes muito longe. O Opal é muito bem localizado, a região que mais me agrada em Paris, seus quartos são ótimos e o pessoal bem treinado, eficiente e simpático, além do custo ser baixo.",['quarto']
"Hotel IN-CRI-VEL !  Perfumado, moderno, bonito, organizado e com uma vista espetacular. Era um prazer voltar todos os dias para o Vdara, já na recepção você sente um perfume maravilhoso de lugar bem cuidado. O quarto é excelente, com duas tvs, piso aquecido do banheiro e uma banheira deliciosa. O chuveiro é fraco mas a banheira compensa. O staff é atencioso, a localização dele é boa e não há nenhuma caracteristica que o desabone. SUPER indico. Experiência deliciosa =)","['banheira', 'localização', 'hotel', 'chuveiro']"
"Para minha surpresa o hotel era um apart, com sala, cozinha, quarto e banheiro muito espaçoso. Eu simplesmente adorei. Ficamos todos muito satisfeitos e o fato de ser um apart tornou nossa estadia muito conveniente. A cozinha era muito bem equipada, com lavadora de louças, lavodora e secadora de roupas. Realmente gostamos do hotel. Muito bom para nós!","['quarto', 'cozinha', 'hotel']"
"fico no Hotel sempre que vou a cidade e os funcionarios do hotel são prestativos, ajudam sempre que prescisam, principalmente a cristina que fala o portugues e da otimas dicas sobre Paris.o café da manhã delicioso, sempre com pães fresquinhos. a localização é otima, fica perto de metro, feirinhas, restaurantes.","['hotel', 'café da manhã', 'localização', 'cidade']"
"O hotel fica proximo ao metro vavin, com fácil acesso. Somos ligados na limpeza, porém não sei se tive azar, porem o quarto sujo mesmo depois da camareira.... A toalha deixada no chao para trocar ficou 03 dias... ficamos 05 dias e se não fosse a cidade em si... Que e maravilhosa.... Acredito que deve ter hotéis melhores que este. O cafe da manha e razoável, sem muitas opções. Para quem e ligado em limpeza não recomendo.  Room Tip: Quarto pequeno e ma qualidade de limpeza",['cidade']
"Hotel aconchegante, pessoal simpático e sempre prontos a te ajudar, localização muito boa.voltarei lá com certeza! Meu quarto ficava no segundo andar, tinha uma vista linda para o jardim interno do hotel. Não era grande, mas como estava sozinha, me satisfez plenamente.  Room Tip: Limpeza, Ta manho do quarto, armários suficientes para guardar suas coisas,localização preço justo c...","['preço', 'quarto', 'limpeza', 'localização', 'hotel']"
